Nama Akun,Ulasan
Nini,"oke banget. pengiriman, respon, packing. 😍😍"
R***n,mantap
Asti,"Kerennnn, packaging oke 🧡"
Natali,good
I***n,"pengiriman cepat, barang ori, dan sampai dengan selamat tanpa ada kerusakan barang"
T***a,sukakkk pokonya💞 puasss pengiriman cepat produk oke😁
Annisa,cpptttt bgt dikirim woii thankyoooo pass bgt sm warna ini cucmeeyy ♥️
Dessy,Bener2 powerstay!! Sukaa
M***a,baru kemaren sore order eh siangnya udh sampe. Suka bgt sama proses packing dan pengirimannya yg super duper cepet
L***s,"aseli cepet banget order malem kemarin, sekarang sampe dong nggak ada 24 jam, tau gitu ditokped aja terus belinyaaa nggak usah di oren lol tengkyuuu 😂🤘🏻"
tita,barang original.. pengiriman cepet sekaliii
s***i,terima kasih seller barang sampe dg aman dan sempurna.
JOYCE,Sudah pas di kulit
Elly,Tq yaaa👍
anisanur,packaging aman. exp lama 2023. terima kasih~
T***a,"Bagus Di Ku lit yg berminyak, lgsg nutupin pori sm noda bekas jerawat."
Junita,Barang sampe dg selamat tanpa ada pecah2... packing bubble jg tebel banget
M***l,Mantapp
S***i,😍
Dainar,waktu promo ditulisnya gratis cushion tapi tidak dikirim
Hardianti,"Tonenya pas banget, produknya jg original"
Bella,Pengiriman cepet banget
Lia,"suka bangettttt, bener original ditambah dapat potongan ahh suka sesuai pesenan dan pengirimannya sangat cepat😁 semoga langganan trus dsini ya , maksih kaka, ramah banget adminya juga😍🥰"
W***a,"waw mantap bedaknya, puas bgt,.. packaging juga aman dan cepat sampai..."
n***h,"barang sampe sesuai estimasi, pengemasan aman da rapih, dpt harga sale pula, mksih MO n tokped"
H***h,"pengiriman cepat, dan hasilnya keren bangeettt"
shinta,good
Aphonk,"Packing ok, barangnya pun juga ok, gak ada yg lecet sm sekali. Terkemas dgn baik. terima kasih ya"
K***p,Mantap
S***i,pengiriman cepat..respon cepat...barang okeee
N***a,Cocok untuk kulit sawo matang
E***i,"Pelayanan tokonya cepat. Produknya bagus. Dipakai ke wajah jd fresh, matte, dan halus tampilan kulit wajah"
D***H,good
Gaby,barang asli dan sudah dipakai memang bagus
K***a,"packing, pengiriman gercep semua. terimakasih free concealer.nya👍👍👍"
L***a,"Saya kira dapat bonus concealer, ternyata enggak, kecewa :("
Farhatunnisa,packejing rapih bagus cepet dan dapet free gift thank you ka
Eka,"sesuai pesanan barang samapi cpt dan dgn selamat,,,bnyk bonuss"
D***y,"pengiriman make over cepet bgt! suka bgt aku wkwkwkw. dpt harga promo. exp bedak 2023, concealernya 2022. mantaaapp. cuma bonusnya kurang terang loh min :((. gpp deh, bisa diakal wkwkwk"
Melindandini,"Terimakasih, respon cepat, pengiriman cepat. Dapet free concealer juga"
D***i,good............
R***a,"packing rapi, sesuai pesanan dapet free bonus lagi... mantap"
B***y,dapat bonus
R***i,"Seneng banget belanja di sini, dapat diskon & ada gift nya free under eye perfecting concealer..thanks a lot yaa 🙏🥰"
G***a,Sesuai pesanan. Thankyouuuu!
vitri,"pengiriman cepat, dapat free lagi , mantaap.. tks"
Annisa,"udah repeat order berkali2, aku make over geng wkkww"
Yunus,packagingnya tebeel. terimakasih bonusnya juga bagus. rekomended seller.
Nikita,produk original
YING,YING
N***a,"pengirimannya cepet bgt, kemaren order hari ini sampe. packaging juga aman. Suka deh"
R***i,"Sudah ke-2 kaliya order disini, produk original dan dapet casback ovo.. pengiriman sangat cepat sekali pesan hari kamis sore lalu jumat sore sudah sampai dirumah."
Noviatus,Hai Kak. barang udah nyampe. Cepat BGTT dn barang packing rapi. ISI NYA UTUH AMANN. PUASS BGTTT MAKASII!! :)
kiki,"Pesen baru kemarin. Hari ini udah sampe, padahal lagi moment libur tahun baru. Kereeeeeeeeen 👍🏻👍🏻👍🏻👍🏻👍🏻"
Mita,"thx u make over , orderan nya cepat sampai meskipun pk free ongkir dapat free sample powerstay foundation juga pdhl gda note free sampel"
Agnesia,original dan keadaannya utuh tidak ada rusak
Sonia,"sukkakkk! baru pertama kali beli ditoko ini ., dan puaass bangett , buat pelayanannya, pesanan semuanya lengkap, packingannya rapiih dan semua sampai dengan aman gk ada yg kurang satu pun❤❤❤"
Shafa,Shafa
Andi,"packing rapih,pengiriman cepat, barang esuai deskripai"
Arief,Sempurnaaaaa 😍😍😍
Susi,"pas beli promo, datang nya cepet"
A***r,"favorite akuh, suka banget dan cocok di warna kulitkuh. coveragenya medium"
Tatu,cepet banget sampenya. pesen jumat malem..tau2 sabtu siang udh sampe
C***e,"prosesnya cepat banget, pengiriman aman"
S***a,penipu mending gak usah jualan aja nyesel beli disini
Robby,pengiriman cepat dan barang dipacking dengan baik
I***e,barang ori sesuai deskripsi.pengiriman ok dan dibungkus dengan rapi
R***L,bonusnya ga sesuai deskripsi
M***a,Barang sudah sampai ditujuan. barang sesuai dengan pesanan. Terima kasih bnayak
R***i,bagus bangeetttt
A***a,"sooooo happy! karena ternyata beneran dikirim powder sama dapet gratis cushionnya, padahal udah hopeless ngga dapet cushionnya krn ternyata emg ada tulisan selama persediaan masih ada. everything landed perfectly. really worth the price even cushion N-30-nya a lil bit keterangan tp masih bisa diakalin, thank you make over! 💛"
N***r,"terjerat tipu muslihat marketing, tidak ada konfirmasi ternyata freenya ga dapat.. kuciwaaaaaa"
Iyang,selalu suka sam prroduk makeover... awesome🤩
swasti,suka banget dapet free 🥰🥰 kurirnya juga baik thankyou kak
Ervin,baguss... suka dech...
S***a,Saya pikir barang yang datang shadenya sama ternyata beda dan expirednya juga ga ada setahun.
N***i,"barang ORI, dg harga 160k dapet 2 item itu seneng banget, makasih y seller"
D***n,Pelayanan ok Pengemasan cepat Packaging superrr aman.. t.o.p. dehh semoga cocok 👍🤗
Helena,Helena
Ditta,ga paham bags bgt harganya murah 😭 makeover jaya teruss aamiin sering adain promo yaa hehe
Sargi,"seneng banget sih kebagian free cushionnya padahl udh pesimis ga dpet ternyta dapett, luv bnget sama make over expirednnya jg masih lama"
A***a,Katanya Buy 1 (Powder) Get 1 (Cushion) ZONNNNKKKK !!!! Yang dikirim cuma powder nya aja. tau gitu ga beli 😫
N***a,First time belanja ditokopedia. Terimakasih banyak buat makeover ternyata beneran buy1get1 dan kualitas sangat baik exp masih lama. Utk ekspedisi sicepat terimakasih sangat membantu sekali krn harus ganti alamat dan barang smpe dgn selamat. over all puas!!
Sania,Alhamdulillah setelah drama barang yang dikirim cuman 1 kaya yang lain. Aku lgsg foto dan ajukan komplain. Terus hari ini udah sampe free cushion nya. Hampir aja mo ngomel karna heran masa official store mo nipu. Tp alhamdulillah sudah disusulkan freenya. Thanks make over. Tolong perbaiki lagi biar cust gak suudzon2.
C***l,"alhamdulillah dpt cushionnya, warnanya jg yg pasti kepake, makasi ya"
evi,"barang udah pasti orii.. dpt diskon, bonus produk, cashback plusss remington iniii. the best bangettt. superrrrrr"
K***a,barang sampek dengan selamat tanpa ada kerusakan. walaupun proses pengemasannya lama. but it's ok
kartiningsih,"saya suka produknya ,,beli bedak gratis cushion ,,,mkasih buat free nya Make over,,,"
n***a,"makasih brangnya uda sampee. tp pinggirny retak gitu, syg bgt :')"
Himmatul,mantul.. beli 1 gratis 1. sampe borong beli 3.
Erie,beli buy 1 get 1 ...tp kemarin sempat nggak kekirim yg free nya ...jd d kirim ulang deh ...responnya baik banget...sempat kepikiran yg nggak2 krna ini belanjaan pertama ku d toko pedia
Nurmala,"pesan apa yg dateng apa, tolong dong ini dilakukan cek kembali dan ini tolong dikirim ulang pesanan saya tidak sesuai, gimana nih min soal kesalahan produk yg dikirim??????"
r***h,Demi apa dapat harga semurah ini? Makasih seller. Barangnya sampai dengan selamat dan aman
Z***a,kecewa
R***i,Buy one get one beneran. Mantap👍🏻
Ai,Barang nya aman
W***n,W***n
Asih,r
Revy,sukaaaaaa 🥰
lala,terimakasih saller yang ramah dan produk yg baik. dpet pas harga diskon dan dept cashback juga sneng bgt . adain sering sering ya xixi
Tiara,Tidak ada konfirmasi kalo free habis kecewaaaaa
Heny,"Pas banget sama pesenan, makasih TokoPedia 😊"
Elsa,Alhamdulillah bener dapet free cushionnya...seneng kan kalo pas lagi promo gini dan langsung dicobain di muka... kalo make over ga pernah disappointing buat aku
C***a,Tengkyu kakkk..duh seneng banget diskon dapat cushion lagi huhu.. love youuu..
Valina,gak dapet bonusnya padahal sengaja nunggu hari sales biar dpt bonus... sedih
A***s,ORDERAN SEBELUMNYA AMAN TAPI ORDERAN YG TERAKHIR INI AGAK SEDIKIT KEZAL KARNA SEHARUSNYA DAPAT BONUS TP INI TIDAK DAPAT KRNA STOK HABIS TAPI TIDAK MAU INFO TERLEBIH DAHULU KE CUSTOMER NYA SEDIH SIH YAA
S***i,"Paking rapi, pengiriman cepat"
Reni,"plus: tekstur nya nya ringan, shades nya lumayan lengkap, untuk cushion nya lumayan mengcover kulit aku yang sedang berjerawat, powder foundation nya warnanya match banget, tekstur ringan bgt sama sekali nggak powdery, oil controlnya nya juga oke bgt. negatif: shades cushions nya nggak sesuai dengan judul, jadinya di kasih N30, yang dikulit aku jadinya lumayan terang dan yang cukup mengganggu warna aslinya jadi abu-abu di kulit aku dan powder foundation nya nggak ngebantu sama sekali untuk nurunin warna dan tone nya karena cenderung translucent. aplikator nya dua-duanya kurang suka, yang cushions kaku banget, yang powder foundation bikin produknya nggak transfer ke kulit sama sekali setelah pakai brush baru nempel di kulit. seller: proses dan pengemasan sangat cepat dan aman, recommended."
ana,dapat free gift. cocok bgt warnanya.thx make over..dan tokpedia.. best powder lah
icha,"alhamdulillah paketan nyampe auto buka cepet"" karna gk sabar, daaaan ternyata beneran buy 1 get 1 guys exp date nya jg masih 2 thnan. Terimakasih Make Over❤"
Muchklis,"Gausah pake superbrand day kalo ujung2nya di prank, tau gini mending gue beli cushionnya aja ditipu gais official store doang konfirmasi dong dari awal jika free nya abis kan pembeli jadi kecewa yg diharapkan malah gadapet"
Miladya,"Suka bangettt sama produk iniii, pengirimannya cepett lagii Terimakasih paragon"
salma,bedak tapi yang datang cuma 1 barang aja bnr bnr ga memuaskan nyesel banget udah order d tokopedia jls jls admin nya coment 141k dpt 2 brg tapi yg dtg cuma 1 barang aja tanpa keterangan apapun tampa konfirmasi apapun brg cuma dpt satu aja cht gaada respon lagi
S***a,Sedih banget gak kebagian free nya.. Padahal baru ada promo langsung cekout.. malah gak kebagian.. hadehh.. kurang beruntung
S***a,pas banget mau coba terus ada diskon😁
M***a,kerennnn sih kirain cumn dpet 1 udh diskon dpet dua pula mksih semoga cocok
v***a,ya ampun beneran donk dpt bonus cushion...the bestlah...
V***a,Baru pertama belanja di tokped. haha... kecewa sih g dapat cushionnya. huhu...
yuliani,"seneng banget dapet cushion dan powdernya pas promo bundle jadi bisa beli dengan harga lebih murah hehe shadenya juga pas di aku, pengiriman cepet dan packing oke."
S***i,seneng banget udh beberapa kali belanja di makeover tokopedia fast respon pengiriman kilat dan harga nya murah karna lagi diskon gede gedean makasih yaaa
Rica,"cepet banget pengirimannya, ekspektasi bakal lama ternyata cuma 2 hari. packing super aman, dapet free cushion juga dan expirednya masih lama🥰 kapan lagi beli bedak gratis cushion xixi thankuu make over!"
Mamah,Alhamdulillah paket sudah tiba dan langsung dicoba... puas bgt
Riska,Dapat harga murah dan dapat free lg...!terimakasih yaa... sering2 diskon nya
Jesslyn,"kecewa bngt, slow respon masih bisa saya maklumi, tp ga ada konfirmasi dr penjual klo free product habis, hanya di tulis di paket pengiriman"
Novi,Yeee thx makeover thd tokopedia
Ajeng,Ajeng
Gama,"Cepat sampai, Terima kasih make over.. exp masih 2 tahun.. sering2 promo buy1 get1 ya wwkwkkw"
N***a,bungkusnya rada penyok tapi untung nya isinya aman
Silvia,"barangnya ssuai pesanan,pengiriman cepet..the best pokoke"
Wiwing,kemasan barangnya rapi
Ratna,bagus...cuma ga terkalu cover si menurut aku.. sellernya ramah.. pengirimAn cepat.. recomended seller..
Benny,mantappp
R***i,Semoga cocok..
SarahMP,"cukup puas dengan packing, aman barang tidak ada keretakan. tp kecewa karena powdernya melember kemana-mana. apa memang seperti itu, atau hanya paket saya. sampai puffnya juga bernoda. semoga untuk selanjutnya barang di cek lebih baik lagi."
Juwita,"pengiriman sangat cepat, packing jg baik. hanya saja two way cake nya lepas dari tempatnya karena lem nya sangat sedikit, jadi bedaknya berantakan gitu, mohon lebih diperhatikan lagi ya bagian produksinya.."
Pipit,"makasih, kemaren pesen skrang udah datang.. cepet bnged."
Rethna,good
evi,"super kereeen.. packing sangat rapiin, dan dapet free masker jugaa. big thanks kaa😘😘😘😘😘"
aulia,pakingan rapih
Thoenies,"Original, pengiriman cepat, packing aman bgt + ada bonus masker"
Ilia,packing rapi aman. original.
L***i,"Packingnya mantap, bubble wrap + kardus rapih. Barang tiba utuh ga lecet ataupun retak. Thanks bonus maskernya"
Andika,"Sesuai deskripsi. Semoga kedepan respon penjual terhadap chat pembeli, dapat lebih ditingkatkan. 😁🙏🏻"
M***d,"Mantapppppp, free masker lagii👍👍"
emy,bedak terima sesuai pesanan plus bonus masker terima kasih
Sevina,"pengiriman aman dan cepat, 3 hari sampai ke ntb padahal pakai gratis ongkirnya, mantab!"
hana,"w33 honey beige, pas di muka krn sblmnya sudah cek di store. dpt free mask. tp syg bubuk bedaknya nempel2 ke kaca tp bs dibersihin. syg tempat bedaknya feels cheap, kalah sama brand sebelah."
a***f,dikit banget
Y***k,"barang sesuai, packaging ok, recomended👍"
C***a,"Aman, oke, original, thanks!"
Kristianti,pengiriman cepat dan tq for free mask nya
Natali,puas banget belanja di sini...respon cepat dan ramah. Barang sampai cepat juga disemarang dg aman dan mulus. Great packaging👍. Terima kasih buat bonus nya powerstay eyeshadow premier plus maskernya. Suskses buat MAKEOVER ❤
gabriella,"oke banget...pengiriman cepat dan seller sangat membantu sekali, respon yang cepat.."
Liestya,"cocok dikulit sy, warna natural dgn kulit sy yg kuning langsat. ga menor jdnya👍"
D***i,"Original, warna sesuai kulit, pengirman cepat, dapat promo toped."
R***o,pengiriman cepat dan safe
T***l,"kemaren pesen hari ini sampe, gilasih cuma bayar 75k udah dapet bedak makeover+free masker wkwkwk"
Dessy,"malam byr, besok da nyampe..asli cepet bgt ini mah... packagingnya rapi euy... super happy dan puas"
Yuni,pengiriman cepat
Istilizah,thankyou
Windy,Pengiriman cepat packing bagus free masker jugaaaaa thankyou
deviane,"baràng datang cepat dan asli , sesuai dgn pesanan dan dapat bonus lagi. trimakasih 👍👍👍"
k***a,"paket aman, produk tekstur lembut, ringan, pori² kulit bisa bernafas"
Rohyana,bagusss
Turasih,"barang nya sih terlihat okey, baru pertama coba make over, gak ada segel dan toko online nya Jakarta Selatan tapi di kirim nya dari Rangkas Bitung (Cilegon Banten)"
Putri,the best
nur,mantul dikasihh bonus cetaphil thankyou
Yesti,dapet pesenan nya dpt bonusnya . ga maen maen loh langsung package cetaphil..makasih yaa .. recommended bgt blnja dsni
Fairmount,mkasih bonusnya kak
F***i,barang datang mulus
Desi,"mantap barang diterima dalam keadaan baik tidak pecah, jasa pengiriman si cepat good👍 beli tanggal 1 nov 2020 sampe kerumah 3 nov 2020👍💖nanti saya beli lagi disini💖"
N***r,Thankyou makeover. Dapet harga murah + cashback + bonus 3 product lagi. Luuvvv makeover ❤️❤️
santi,"Barang ori, packing rapi dan aman"
I***n,Dapat bonus cetaphil.
A***f,suka banget sama bedak makeover yg ini 😁😁
Sesilia,pengirimannya cepat hanya packing dusnya bagian bawahnya tidak rapat lakbannya barangnya bisa jatuh. tp di dalam nya di bubble wrap jd tidak takut pecah isinya
d***i,produk oke bnget
Vera,"Barang sesuai pesanan, pengiriman cpt dpt bonus lg 🥰🥰"
s***y,"Produk sesuai pesanan, packing sangat rapih dan aman, terimakasih"
Windy,"barang bagus,pengiriman cepat,penjual ramah,kurir ramah"
gyna,"packing aman, seller ramah, bedaknya bagus sesuai request. terima kasih."
Mardianis,puassss
ADHI,nice
M***a,Sangat puas dengan kecepatan seller dalam merespon karena sempat salah membuat alamat pengiriman dan langsung dibantu oleh seller. Produk yg diterima asli dan packingan-n...
d***i,"cpt bngt nyampenya, puas"
Angeline,Ok 👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼
Endah,Mantap...puas dengan pengirimannya. Dikasih bonus pula. Terima kasih kak
N***r,"barang original, warna bagus cocok dimuka. makasih y"
Mandala,okee banget
Dicky,"barang dikemas dengan rapih, menggunakan bubble wrape. sampai selamat ke alamat. semoga produknya awet dan bagus, aamiin."
L***a,Never failed me.
c***e,c***e
V***o,"Seller responsif, barangnya juga baik. Bedak yang kubeli tipe N30 Natural Beige, kurang lebih warnanya seperti di foto. Untuk packing, awalnya agak ngeri karena dusnya pe..."
A***a,Packing aman
A***i,Bagus. Syukaa
Arfatul,Original..
R***a,"pengiriman cepat dan packing super aman, semoga cocok"
Vita,"Reseller ramah n pengiriman cpt jga sesuai dg warna kulit sy,,,next order lg,,,thanks before"
N***a,"Pengirimannya cepat sekali, aman, packing rapi , tq yah"
Syafna,"Fast Respons, Barang Oke.. Makasih Seller"
Nuri,"barang d kemas dengan rapih, tengkiu..."
Rahmadi,"Packing sgt baik dan aman, brg asli dan recomend toko"
R***i,"Barang sesuai pesanan, mudah2an cocok. Respond seller baik dan pengiriman cepat"
T***h,Luvv
khofifa,"makasih ya ka, puas belanja disini :*"
C***y,Produk aman👍👍
erna,"Maaf ...lambat beri ulasan nya..barang udah sampai , biar bintang yg bicara trims ....,👍👍👍👍"
Dwi,Barangnya cepet bgt sampai
Rani,Bagus barangnya ssi aplikasi
Novi,Thank u
Dinda,Dinda
Afra,Bgus
Azka,Produk bagus
Lulu,Bagus dan pengiriman cepat
Gina,Barang sesuai dengan yang ditawarkan
Kartini,Oke
Sonny,"proses cepat sampai, produk the best deh.. pertahankan.."
M***a,Produk andalan make up kuhhh ... bagus
Yulia,Barang bagus sesuai deskripsi.thank u free mask
Pury,Makasih ya di kasih bonus masker🤗
